KO_ID	KO_function	TARA_155_DCM	TARA_155_MES	TARA_155_SRF	TARA_158_DCM	TARA_158_MES	TARA_158_SRF	TARA_163_MES	TARA_163_SRF	TARA_168_DCM	TARA_168_SRF	TARA_173_DCM	TARA_173_SRF	TARA_175_SRF	TARA_178_SRF	TARA_180_DCM	TARA_180_SRF	TARA_188_DCM	TARA_188_SRF	TARA_189_DCM	TARA_189_MES	TARA_189_SRF	TARA_191_SRF	TARA_193_SRF	TARA_194_DCM	TARA_194_SRF	TARA_196_SRF	TARA_205_MES	TARA_205_SRF	TARA_210_MES	TARA_210_SRF
K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	624.0888	99.0372	1080.4196	242.9735	95.1555	1325.5974	348.3487	632.6926	796.5833	1290.3737	776.7062	1123.3927	2087.3973	709.3996	1107.2263	1207.4370000000001	1136.9489	1456.9355	454.7364	139.1924	920.4264	808.9472	1167.5374	1270.3505	1429.3806	1117.069	699.7551	1544.4939	396.6431	942.3776
K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	6331.3249	3723.2162	7087.3921	3620.9598	2752.848	6464.3523000000005	6351.9333	7140.6806	3980.2053	7352.1404999999995	6164.1748	6328.9962	9416.1463	6695.4714	5229.7249	6245.9456	4898.0476	7249.7262	3729.7784	4033.143	6085.7956	3165.5469	5377.9222	7711.8851	6602.9897	4519.407	4678.106	9663.936	4937.1528	5721.9108
K02377	GDP-L-fucose synthase [EC:1.1.1.271]	3024.4956	1644.613	3432.7428	1980.8529999999998	1640.1305	3587.5313	1811.394	2234.442	2530.6331	3724.5476	1377.7711	1298.3058	2335.6662	1748.6965	2315.3713	2293.4841	1450.9231	3001.5372	1721.7082	1777.2282	2680.2932	1448.9931	2340.2174999999997	3165.5107	2847.5306	2449.3801	1729.63	2924.5125	1396.0521	2178.7709
K02379	FdhD protein	5106.4723	3393.4001	3660.6757	1453.9208999999998	3552.5105	3493.5327	4167.725	5178.5053	2890.4219000000003	1924.6215	4402.9126	5360.1359999999995	4432.1557	4788.7654999999995	3632.9738	4911.2005	3996.5492	4593.9307	4827.5156	3521.1372	3451.9333	2363.9291	4107.8188	5729.16	3478.9381	3163.1663	4249.4389	5392.3079	3850.4316	2953.5511
K02380	FdhE protein	0.0	76.9487	0.0	0.0	10.3285	0.0	13.6111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.6011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02381	FdrA protein	0.0	297.34860000000003	8.0402	0.0	408.9272	0.0	445.4126	0.0	135.3949	0.0	69.3058	5.1946	14.3564	5.3372	23.5322	22.0	71.47319999999999	26.5148	7.4667	369.4429	0.0	29.761	0.0	76.7618	0.0	20.1724	482.9788	26.3694	354.6088	28.0753
K02383	flagellar protein FlbB	0.0	3.63	0.0	0.0	72.6393	0.0	39.3249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.19	0.0	0.0	31.4679	0.0	0.0	0.0	0.0	0.0	0.0	91.9372	0.0	40.0377	0.0
K02385	flagellar protein FlbD	0.0	23.4187	0.0	0.0	0.0	0.0	17.8535	0.0	12.2614	0.0	5.0189	0.0	0.0	8.5114	16.2841	13.0	0.0	0.0	0.0	27.8671	3.6098	43.2159	0.0	11.4962	0.0	4.8523	9.9198	0.0	29.701999999999998	7.3409
K02386	flagellar basal body P-ring formation protein FlgA	1003.7334000000001	718.4087	1076.3785	454.3077	780.4867	1550.6091	1326.0928000000001	3892.2069	1510.5884	782.8003	2609.6174	3062.2149	2858.3242999999998	2335.5884	2029.0003	1553.6401	1457.249	2592.3615	1201.1172	446.8198	1326.0433	681.0257	1339.5472	2323.9845	2603.6222	1457.5691	1687.3805	2649.0576	1159.967	537.6876
K02387	flagellar basal-body rod protein FlgB	824.1181	612.3487	717.5298	449.9599	418.3992	2088.1609	1628.4214	4055.9132	1529.1124	833.7229	2130.0546	3779.781	2662.6857	2408.1465	2076.3495	1509.2571	1408.3477	1916.7592	990.1365	753.6551	1241.9352	505.89480000000003	1510.0727	1790.4514000000001	2123.5138	1400.1898	1470.8609000000001	2344.1909	769.1692	569.8449
K02388	flagellar basal-body rod protein FlgC	866.7471	675.9435	788.3786	444.0742	846.7731	2200.7057	1894.4485	2764.0949	1426.3366	666.8173	2473.7363	2944.6558	2628.864	2012.7527	1880.4513	1645.2305999999999	1551.4916	1989.7726	1216.5129	988.2176000000001	1245.8683	543.9307	1313.4296	1745.4697	2495.4301	1357.2948999999999	1525.2933	2309.5642	1152.1478	644.2288
K02389	flagellar basal-body rod modification protein FlgD	974.1592	572.0181	699.917	438.8957	841.8823	1466.9426	1158.1863	3832.1749	1785.2245	1062.9732	2146.5413	2615.5101999999997	3160.7843000000003	2744.6675	2255.6704	1595.2675	919.6829	1636.599	1155.4333	737.7042	1047.1289	611.5583	1304.9521	1988.283	2294.1054	1251.6712	1469.4287	2185.9803	857.8601	728.0699
K02390	flagellar hook protein FlgE	330.0098	119.7542	212.7567	167.5718	169.0973	1033.2468	568.9545	1007.8793999999999	578.087	306.4519	1172.3264	1775.232	862.3213999999999	1233.1443	1114.0777	787.4818	435.538	388.6043	324.1982	54.8523	610.9134	196.5011	688.5441	976.7795	803.6958	456.25620000000004	293.6065	960.2193	248.28840000000002	161.55769999999998
K02391	flagellar basal-body rod protein FlgF	94.1635	409.1742	81.8311	12.6236	198.5024	0.0	560.6436	51.9263	33.812200000000004	12.178	175.18630000000002	72.0524	6.963	21.310499999999998	147.50639999999999	21.0	123.2723	30.432499999999997	12.0115	664.4832	5.4924	10.8183	9.1776	117.2803	31.9271	32.463300000000004	258.0269	68.1377	729.9476	83.99549999999999
K02392	flagellar basal-body rod protein FlgG	624.6528	532.4669	529.3087	281.8573	289.6065	1410.0776	880.0363	2163.9093	801.7606	419.3805	1389.8643	1322.596	1022.3248	2015.5814	1499.6323	1176.0939	874.991	1116.4812	637.8858	694.6712	984.4979	510.8202	656.282	1274.9242	1461.4471	898.477	990.6015	1507.7045	837.5857	435.0518
K02393	flagellar L-ring protein FlgH	866.4462	336.1587	737.1231	379.9586	1255.3498	2039.7529	1351.0921	3345.6921	1604.6177	823.547	2831.0517	2781.1337	2617.5598	2038.4405	1870.8021	1471.612	1370.3933	1711.5526	815.5558	717.3185	1376.1725000000001	563.1272	1211.887	1821.8911	2075.3166	1442.6562	1338.5264	2255.2431	1069.5068	664.0683
K02394	flagellar P-ring protein FlgI	980.9797	624.6717	746.1963000000001	370.0466	906.5687	1157.8284	832.3926	3705.5757	1006.7657	907.0349	2521.5928	3036.1841999999997	2470.2825	1528.5428	1706.2223	1642.2933	1312.1355	1707.7413999999999	1057.5789	802.6447	1189.6876	600.6877	950.9296	2046.9793	1914.1203	1262.1223	1086.0002	2267.3518	951.5105000000001	603.5941
K02395	peptidoglycan hydrolase FlgJ	2055.5143	1212.6589	3183.9045	1200.6101	1432.0142	4230.9983	1672.1802	4584.2936	4113.7084	3848.2346000000002	4751.851	5373.3903	6238.4842	4393.0223	3982.4374	3449.6596	3332.2322	3867.3867	2018.1372999999999	656.1127	3402.2765	1930.8595	3405.661	3648.6445	4366.553	2894.5179	2436.7655	5776.1195	1194.685	1952.905
K02396	flagellar hook-associated protein 1	762.2297	859.7699	431.4833	387.9498	715.8327	1075.3885	1268.7373	3254.074	1084.9529	373.604	1517.588	2290.4367	1249.5507	1282.6951	1397.9622000000002	1105.1537	1014.9436	949.0425	882.8312	717.4241999999999	733.0303	452.5111	640.9021	1585.7332	1760.5139000000001	924.7526	1047.8195	1190.5203999999999	1081.4031	425.4124
K02397	flagellar hook-associated protein 3 FlgL	686.1589	554.7028	381.66270000000003	255.8256	216.23579999999998	1333.298	640.086	2216.0595	747.5794	432.9099	1489.8201	1851.9670999999998	1012.496	991.3646	1404.9575	1100.2631999999999	469.6386	1108.4828	566.4946	201.345	546.4585	434.7328	826.0217	1227.9125999999999	1419.238	717.4036	583.8043	1404.2515	722.6512	243.458
K02398	negative regulator of flagellin synthesis FlgM	1160.635	832.8667	871.2787000000001	499.12649999999996	999.2855	2408.3513	1831.7205999999999	2819.3954	1833.3813	890.0006	3171.6542	4042.5451	2754.0391	2840.1633	2147.1845	1891.9432	1664.9252000000001	2462.6783	1259.6341	1121.3647	1430.2938	711.3711	1534.5799	2155.2909	2401.5794	1541.2228	1975.2889	2816.2284	903.1638	669.7893
K02399	flagellar biosynthesis protein FlgN	423.2622	237.9361	301.5472	254.7169	961.9884	2080.1619	1479.2247	3865.8712	1149.6236	823.0124000000001	2346.6592	1731.2514999999999	2421.4120000000003	1148.5134	1705.5112	1087.0469	1120.9511	1497.1698000000001	855.9443	704.0202	943.4925	455.041	1052.7313	1787.3335	1636.9353	886.8615	786.1165	1882.2983	816.6931999999999	219.6946
K02400	flagellar biosynthesis protein FlhA	580.6192	454.57500000000005	562.4101	188.3648	241.4869	1571.4853	750.0503	2870.3166	1450.155	699.6079	1818.0794999999998	2063.3266	2511.0060000000003	1771.6886	1641.1253	1342.4254999999998	806.62	1558.1691	742.2374000000001	185.4919	1216.5197	378.0772	1144.3906	1240.0164	1426.3912	877.9870999999999	1295.8997000000002	1458.3121	782.0437	277.8617
K02401	flagellar biosynthesis protein FlhB	832.4768	156.5135	398.7188	229.429	789.4277	1861.8718	800.7173	2766.0133	775.648	317.788	1784.0207	2021.3836000000001	1613.9126	1324.0665999999999	1798.7467	987.3018000000001	879.4755	874.6474999999999	390.4774	219.0189	638.8574	296.4696	761.6766	1466.6026	1097.9232	670.8251	1144.9384	1519.3123	815.2541	349.601
K02402	flagellar transcriptional activator FlhC	48.1142	0.0	0.0	11.8502	78.269	0.0	94.3034	0.0	235.0693	0.0	182.2996	12.1086	0.0	9.5768	171.9981	13.2481	51.0318	0.0	0.0	12.1711	0.0	0.0	0.0	0.0	0.0	0.0	9.0476	0.0	0.0	0.0
K02403	flagellar transcriptional activator FlhD	46.33	0.0	11.4233	5.6867	54.4137	0.0	97.46	3.53	0.0	0.0	0.0	15.87	0.0	6.7333	251.4233	4.1733	38.2933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02404	flagellar biosynthesis protein FlhF	106.8172	256.9383	83.55019999999999	78.4905	498.19759999999997	178.3442	1267.9683	1665.4739	709.8816	516.6589	1092.2842	1182.2944	676.7937	884.3298	1039.3807	569.4231	689.8156	667.3281000000001	512.3081	874.9403	418.3102999999999	206.2613	361.51120000000003	880.1842	910.0250000000001	275.1801	1060.346	615.7564	609.3816	92.4373
K02405	RNA polymerase sigma factor FliA	782.4336	486.5392	603.8038	292.1564	419.6744	2208.9134	1177.9675	3261.4036	1951.2508	566.3012	2068.8475	2111.0464	2590.8444	2272.0515	1897.7134	1672.3132	1227.7501	1868.1899	1188.902	448.7431	1370.6541	713.7421	1321.151	2192.1592	2101.9666	1366.7496	1042.2131	2035.1748	521.6856	553.3797
K02406	flagellin	2202.4261	1121.6615	1716.6649	727.6461	2765.2135	6187.4254	3625.7803	3272.8061	2836.7447	1745.5064	3900.4957	2943.9895	2776.1830999999997	3047.7992	3264.8745	2185.9664000000002	2040.7654	1965.4427	1149.3454	2473.0495	1000.8547	907.1595	1835.6011	3008.0704	3261.4918	2408.9878	2874.1842	3298.6426	4052.5101	1623.3915
K02407	flagellar hook-associated protein 2	505.1628	215.34	563.617	270.3032	694.4175	2197.0486	565.6898	2883.022	1461.3718	644.6351	2207.2174999999997	3115.297	2421.0387	2268.6832	1797.7187	1359.0516	1134.9485	1653.3894	876.0044	606.5969	1076.3968	433.452	1065.9492	1648.404	1984.6587	796.6186	1250.6066	1986.5295	531.607	250.7174
K02408	flagellar hook-basal body complex protein FliE	1178.9309	751.1753	917.3051	391.1032	920.6648	2209.5038	1458.3136	3832.5738	1501.8987	1004.5759	2850.1627	3845.9677	2240.0666	2501.6954	2009.3745999999999	1379.4154	1325.9506	1655.9592	797.2103	1147.0557	1267.8661	697.9465	1079.9179	2197.5451000000003	1721.3815	1318.8144	1528.067	2076.5623	1121.8393	601.8654
K02409	flagellar M-ring protein FliF	797.7761	214.9001	745.2407	267.3024	258.8046	2140.7309	728.3307	3560.8788	1425.1243	375.7563	2303.472	2506.0528	2061.2431	2200.1488	1819.4744	1401.7825	976.5355999999999	1075.8491	1077.7214	877.2084	876.5599	586.9983	1171.4850000000001	1600.6581	1299.3409	986.875	1031.8536	2258.8597	741.9972	533.9115
K02410	flagellar motor switch protein FliG	1177.985	1625.3282	1122.7203	458.1041	1604.7948999999999	2419.5486	2378.0714	4157.71	1218.5922	635.6381	2573.5404	2826.2798	3002.1125	2770.3175	2298.545	1952.6287	1649.6902	1965.1243	706.5020000000001	1769.2325	1323.2642	722.1305	1442.8037	2285.7711	2472.9561	1462.8925	2272.1184	2507.2437	2180.0521	984.3448
K02411	flagellar assembly protein FliH	179.6047	256.3217	152.6119	184.1748	182.1559	1448.7723	602.9372000000001	1488.7651999999998	486.0027	223.60930000000002	1456.7819	1649.3991	1478.3453	578.6206999999999	739.39	483.14160000000004	400.57320000000004	381.6711	413.786	522.2666	549.2879	160.37990000000002	509.95889999999997	1035.6085	797.3405	384.7765	865.2072999999999	1192.9759000000001	283.9608	116.173
K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	282.368	93.5823	179.8063	161.3902	685.3426000000001	913.1732999999999	1271.2075000000002	1475.8742	388.2083	88.5762	1015.0291	1502.0935	969.9182	1068.5952	881.2887999999999	701.8864	305.1733	358.4372	591.6219	143.2617	246.2965	282.1932	538.8899	760.4551	457.3224	512.444	919.4174	914.9377	516.8476	137.0838
K02413	flagellar protein FliJ	238.4289	813.4943000000001	111.3539	38.2438	964.5367	36.768299999999996	1526.8841	844.5561	335.9112	13.4043	422.8526	147.96869999999998	70.2149	86.30969999999999	813.1153	141.1783	277.2966	80.8068	60.2887	695.1396	46.6835	77.9083	65.6267	267.2225	117.58279999999999	204.2894	752.8536	241.2823	666.765	190.49880000000002
K02414	flagellar hook-length control protein FliK	400.89910000000003	379.4062	235.1725	306.2327	344.9967	1843.0885	1476.3	3000.289	1034.607	921.5754	2318.1202	2227.7161	2663.8522	2424.1804	2007.631	1118.1757	1138.202	948.6179	520.5813	730.0657	989.6906	542.0467	1080.9272	1745.9034	1583.8998	1005.2281	1240.2399	1435.3962	773.7900999999999	421.6302
K02415	flagellar protein FliL	1452.4632	984.5021	1217.2588	411.4218	1449.2278000000001	1315.1970000000001	2428.5816	3781.647	2046.0982	562.8466000000001	2716.8121	2720.3338	2085.3603000000003	2262.5599	3031.2883	2453.3115000000003	1745.2348	1958.4877999999999	1078.0149000000001	1485.1275	1313.1492	842.1261	1240.1014	1936.7445	1942.6322	1685.0317	2096.9264	2117.1226	1892.0136	858.3021
K02416	flagellar motor switch protein FliM	1089.8924	771.0523000000001	694.1650999999999	306.5175	1211.1483	2219.2221	1542.3464	3905.3115	1641.6779	553.0584	2252.2861000000003	3707.87	2804.1252	2273.0163	2058.2685	1720.4348	1171.299	1868.8835	1112.2439	699.9413000000001	1042.1901	651.8375	1138.7174	2072.2585	2043.4393	1356.8388	1899.5279	2241.7756999999997	1009.5472	603.512
K02417	flagellar motor switch protein FliN	1332.7124000000001	2986.3605	898.1336	531.3369	2341.7196	2379.0294	2808.5392	4052.3922	2199.9151	1038.5207	2825.6697	3145.8351	2987.1991	2387.2165999999997	2269.3931	1818.5149	1938.0943	1975.2278999999999	1658.3138999999999	2554.7463	1559.5701	812.4392	1075.3887	2557.7699000000002	2247.4463	1362.8882	2804.336	2058.2722	2552.714	706.8214
K02418	flagellar protein FliO/FliZ	701.9075	352.9864	357.7885	217.2484	848.4454999999999	2024.5491	996.0556	4606.9002	1240.9862	606.5094	2392.9489	3143.0295	2713.6381	2019.8569	1919.0117	1433.6678	888.1614	1535.4267	1059.7263	958.0733	861.3717	522.6698	992.8112	1816.4309	1896.5197	989.2481	1226.4198	1993.2918	852.6995000000001	416.7418
K02419	flagellar biosynthesis protein FliP	1078.6546	282.2164	717.4539	366.4762	711.6814999999999	2121.696	963.9991000000001	4182.3775	1380.71	1298.3974999999998	2232.236	2974.171	2869.1033	2175.898	2021.0805	1086.271	1154.8164	1446.3387	1124.0756000000001	331.2499	1260.9027	579.0268	1138.9298000000001	1683.342	2361.6119	1189.9313	1091.4682	1915.2798	863.3587	587.8664
K02420	flagellar biosynthesis protein FliQ	1219.3523	782.092	740.9539	466.3619	427.4318	2460.4788	2046.0646	3648.4476999999997	1274.3909	1489.6115	2853.9301	3236.0121	3402.8536	2485.5709	1842.9697	1706.0117	1358.823	2097.1971	1410.8402	924.4615	1529.0029	694.2382	1182.444	1796.008	2604.299	1157.2499	1569.8785	2482.9705	1126.9378	721.9135
K02421	flagellar biosynthesis protein FliR	1078.9751	197.532	892.5029999999999	386.952	340.1886	2286.132	892.356	3038.1577	1638.8718	881.0255000000001	2519.1271	3441.2793	2981.4165	2622.6513	1958.9129	1540.7806	1155.8738	1545.4778	1241.3797	714.2573	1332.2514999999999	614.3862	1302.156	1907.9867	2210.5319	1151.8868	1386.433	2316.32	786.7446	570.7155
K02422	flagellar secretion chaperone FliS	1016.6757	301.6248	928.5399	442.006	808.9006	2530.7557	1432.5194999999999	4006.4578	1358.8282	756.9935	2720.1292	3537.5544999999997	2700.6655	2382.8286	2155.8163	1710.3406	1538.8282	1674.861	1280.8802	834.205	1337.8568	721.5725	1257.0096	2206.4278	2733.2590999999998	1595.463	1611.9703	2246.8208	860.8058000000001	664.0049
K02423	flagellar protein FliT	0.0	3.5329	20.4524	0.0	17.432299999999998	2.3165	2.4633	45.2722	0.0	0.0	76.2655	46.0296	7.7019	25.8835	26.6633	26.775	42.363699999999994	17.7984	0.0	9.1692	36.79	26.3634	14.4067	17.3589	106.7235	49.146100000000004	0.0	17.8168	0.0	0.0
K02426	cysteine desulfuration protein SufE	4492.1527	2901.5662	5206.21	1781.8676	1813.4978	4781.8755	2847.6412	3068.6799	3744.8599	4071.9741	3043.7971	4185.647	5806.3097	2855.5580999999997	3836.2992	4155.6034	3801.2413	4878.887	2411.4231	2193.2437	3320.3793	2457.8654	3813.4774	2577.7633	4547.9457	3397.5194	2931.7901	6094.0427	2499.6686	3725.2797
K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	4204.7812	1341.8310999999999	2982.4682000000003	1661.2905	1246.5327	4308.1197999999995	2899.0649	3499.6914	2154.3514	1347.133	4386.453	5493.5843	4143.128	3381.1340999999998	3798.8837000000003	4426.2832	2513.5209	4171.8856	2542.7808	1531.4882	2701.3844	1319.7664	1932.9285	3204.7322	3372.0195	3146.5276	2491.7524	4515.6971	2432.4041	2856.1996
K02429	MFS transporter, FHS family, L-fucose permease	835.1605999999999	470.0431	1306.6605	1535.2781	530.8457	4200.4685	829.2401	3950.2738999999997	3791.8288000000002	4857.0665	3723.5595	4442.7455	7666.4345	4511.8568000000005	4145.3293	3451.432	2606.1444	3900.7867	1984.6929	556.6989	3652.3451	2236.5828	3026.4587	4204.6208	3200.066	2555.4989	1491.5089	5507.9039	407.62510000000003	1009.4325
K02431	L-fucose mutarotase [EC:5.1.3.29]	1617.0873	807.2587	1834.4978999999998	959.3892	703.7181	2386.2247	647.7681	1032.4594	2250.0998	3454.1513	1540.0459	1994.9418	2063.9625	1613.71	1178.2183	716.3960999999999	1201.9788	1192.2172	2037.0705	754.1493	1719.652	1413.3424	994.2913	1456.9805	1439.6725	2275.6786	1487.0035	870.9271	1441.3689	1015.1988
K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	4565.2743	3570.9224	4882.4644	2222.3758	2497.8582	4476.4203	5087.8038	5120.3249	2627.5082	1600.7256	4429.3367	5441.473	6270.9677	5305.2162	3211.9888	5465.1331	3404.2174	4158.222	3057.9429999999998	3900.0006	3998.7336	2571.6735	3756.5732	4243.5169	5075.0979	3776.4464	2667.5473	6402.1741999999995	3194.6678	3735.6397
K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	4553.3024	2303.7451	5613.2083	2806.8125	1652.7032	4688.3825	2915.8782	5089.3023	2554.0981	1618.7264	3805.7944	4016.5481999999997	4649.7455	4199.8086	3029.2871999999998	5356.5462	2884.7332	3900.8728	2486.5704	2384.3436	3930.7664	1993.0395	3495.6083	3810.8476	4192.7675	4035.0389	2371.6567	5384.5841	2550.957	3799.4303
K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	6386.2711	4336.6813	5637.7743	3773.0512	2723.302	5699.5587	5752.0145	7026.372	4121.274899999999	6396.954	6590.9163	6631.6088	6364.2258	6223.6053	3863.3052	8034.8457	6916.1344	7181.1482	3515.4243	3973.9040999999997	6819.3202	2869.6694	4424.6161	7996.6955	6111.355	4784.8367	3545.2214	7479.598	4949.43	6006.3115
K02437	glycine cleavage system H protein	10214.3303	6979.0258	11530.8164	5100.378	4829.4238	13181.896499999999	8195.5156	10884.3138	9062.0833	11749.3699	11607.7822	11945.7921	14604.2698	8705.0408	9560.8609	10155.0666	9736.6674	13314.5648	8389.082900000001	7360.2349	7317.4187999999995	6101.5344000000005	8953.1761	13215.0499	12292.157500000001	8510.7859	10022.2712	11280.7679	6479.8101	10881.6892
K02439	thiosulfate sulfurtransferase [EC:2.8.1.1]	321.4259	1075.0085	356.2334	255.9827	498.3268	362.3666	1151.77	1787.2077	1298.4554	714.2792999999999	1433.16	1309.3388	779.3759000000001	1137.4750999999999	1354.1896	1176.2251	708.3744	934.008	658.7451	673.4648	627.1528	280.8388	623.5861	1019.0766	893.371	386.8962	622.2584	1136.3718	769.2942	304.67789999999997
K02440	glycerol uptake facilitator	992.7602	427.9422	1307.1034	1289.3038000000001	298.94280000000003	669.5414999999999	336.2146	387.7064	1151.9147	1312.8482000000001	807.6598	1107.3297	1190.4844	1098.4380999999998	1001.9490000000001	1084.7849	945.9842000000001	1432.2886	737.1934	370.8157	1060.913	737.501	1145.2232000000001	842.8484	1889.765	1175.779	586.2658	1760.982	532.9066	744.1238
K02441	rhomboid protease GlpG [EC:3.4.21.105]	1065.6612	219.82590000000002	1403.2862	263.0958	180.3835	1916.6878	952.7610000000001	2825.0881999999997	1601.3664	319.7306	2452.1139	2900.2113	2342.5994	1855.7578	2662.2898	2325.007	1632.2927	2400.1075	1761.1458	250.0204	1479.52	841.8828	1470.8474999999999	2559.7837	1489.1535	1115.6542	1131.9525	4739.7327000000005	609.1988	995.8114
K02442	membrane protein GlpM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0685	0.0	11.619	0.0
K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	3472.2917	214.3443	1505.0073	117.37780000000001	192.7621	1762.3199	588.2208	1855.6279	1629.8409	662.7681	1641.1480000000001	1994.6956	1204.1151	1271.0305	2484.1464	1239.7977	1067.0755	1515.0668	1710.4636	250.79739999999998	1415.3815	501.4053	1560.5493000000001	2667.3615	1239.9822	835.6909999999999	937.4061	2681.031	763.8799	564.4317
K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter	0.0	0.0	0.0	79.6356	5.5211	111.7746	8.5163	20.3429	0.0	7.9777	12.9838	0.0	27.6111	16.5275	16.0883	87.7261	16.9336	35.3201	76.3385	27.3568	7.1238	46.5167	51.554	114.2602	133.122	139.9264	77.61280000000001	226.8809	29.8723	10.1715
K02446	fructose-1,6-bisphosphatase II [EC:3.1.3.11]	17.216900000000003	431.07779999999997	123.8059	0.0	440.13599999999997	26.8791	443.90819999999997	0.0	23.036	0.0	10.0775	4.0303	11.625499999999999	3.6528	49.591899999999995	119.6683	39.4046	25.4828	0.0	339.421	2.3696	20.3066	86.0505	8.0	0.0	61.563500000000005	89.4896	42.0	97.86089999999999	97.296
K02448	nitric oxide reductase NorD protein	1826.0043999999998	1463.6585	1041.4043000000001	132.2758	960.4232	905.3415	961.6889	914.2407	269.6639	219.59519999999998	1167.3481	783.6056	793.4686999999999	575.7869	848.8004	462.8328	1096.7407	1537.5345	1539.852	1590.6408000000001	1024.8282	403.7804	439.8283	1659.356	823.0922	1006.3604	994.4353	827.0015	1386.5661	706.2699
K02450	general secretion pathway protein A	316.9169	127.7468	221.9233	164.3508	191.9991	1664.3286	345.5526	1239.0723	465.2937	248.5862	850.6433	872.4202	2138.7645	807.4231	2075.0688999999998	840.5237	941.6116	1302.9942	524.3487	190.9896	996.1218	358.5335	392.8794	1614.6078	638.2377	388.0326	406.4394	1502.5973	310.008	218.3699
K02451	general secretion pathway protein B	261.23789999999997	64.017	104.2995	76.36980000000001	107.6029	908.6523	288.3052	30.4761	466.4056	185.0563	590.7907	1166.2921	862.6098	431.9206	784.7488	365.5209	525.0975	687.6105	397.3187	131.1388	508.7185	153.1458	275.2477	589.2387	238.3456	216.9645	256.5108	1184.0642	128.8976	152.0894
K02452	general secretion pathway protein C	600.9431	633.2289000000001	455.9375	221.16199999999998	695.6428999999999	1688.7498	1600.0232	2241.7724	675.0778	406.9348	2549.7948	2304.6127	2316.1095	1696.9507	2271.1456	876.6895	1384.1587	1719.2655	1236.9363	338.7361	1432.304	461.3373	747.3456	2568.5974	1093.5587	890.8902	689.5575	2559.2508	836.1822	279.7419
K02453	general secretion pathway protein D	1737.692	573.5637	1414.3669	170.0023	566.5918	1460.7449000000001	1104.386	1376.2603000000001	808.8743	271.8016	2422.9685	2533.7877	1589.0991000000001	1498.6093	2444.0344	1908.742	1157.7023	1498.6285	1005.4071	1029.7935	1850.3612	640.6672	1390.1258	2652.05	1314.6456	1684.0973	1024.0881	3410.9320000000002	1270.739	913.9929999999999
K02454	general secretion pathway protein E [EC:7.4.2.8]	596.2026	435.0054	525.6486	72.9376	509.7933	1606.7186000000002	1764.1066	1852.5354	551.0307	235.56879999999998	1687.1806	1538.2149000000002	1376.1868	1413.5351	1814.8763	1163.0717	1077.0984	1599.3695	559.9601	633.0209	941.2349999999999	459.2489	842.905	2121.5323	841.3832	910.003	1080.6787	2087.7385	473.80129999999997	246.6037
K02455	general secretion pathway protein F	211.78070000000002	67.0791	118.4466	14.2787	97.5463	108.0119	538.4329	1082.9967	297.6615	327.9601	737.8581	179.7529	459.4895000000001	583.3011	675.6561	588.8448	358.9739	757.0096	415.01679999999993	76.6387	343.8299	249.49949999999998	337.8769	692.4619	443.253	259.0891	210.1111	550.2984	178.5624	125.4077
K02456	general secretion pathway protein G	2570.3534	1440.0855	2377.0351	451.661	1025.1445	3331.4743	1897.0804	3998.4237000000003	1335.605	785.489	3466.3954	3500.5255	3190.802	2459.9371	2414.6176	2107.2828	1958.0061	2518.2909	2099.1474	1727.4072	2433.5594	910.9967	1432.889	3660.1981	1856.1063	2002.9407	1891.608	4772.8643	1667.3193	1823.1754
K02457	general secretion pathway protein H	403.7173	187.4076	260.8468	97.7139	293.5552	1179.3401	787.4467	2158.8657	604.9114999999999	493.81780000000003	1983.9996	2594.915	2181.7937	1247.4796000000001	1148.1602	1081.1047	1061.9269	1644.8202	1172.7919	343.6506	1597.4668	375.2595	913.3598	1714.848	1014.0432	830.1125000000001	627.1765	2670.2549	409.8803	391.8931
